	Entry	Gene Names (primary)	Organism (ID)	Alternative products (isoforms)	UniParc	CCDS	EMBL	RefSeq	BMRB	PDB	SASBDB	SMR	BioGRID	CORUM	ComplexPortal	DIP	ELM	IntAct	MINT	STRING	BindingDB	ChEMBL	DrugBank	DrugCentral	SwissLipids	Allergome	CAZy	IDEAL	MEROPS	PeroxiBase	REBASE	TCDB	DEPOD	PhosphoSitePlus	dbSNP	COMPLUYEAST-2DPAGE	EPD	MassIVE	MaxQB	PRIDE	PaxDb	PeptideAtlas	ProteomicsDB	Ensembl	GeneID	KEGG	CTD	GeneCards	HGNC	HPA	MIM	neXtProt	Orphanet	PharmGKB	eggNOG	GeneTree	HOGENOM	OMA	OrthoDB	PhylomeDB	TreeFam	BioCyc	BRENDA	PathwayCommons	Reactome	SIGNOR	GeneWiki	Bgee	ExpressionAtlas	CDD	DisProt	HAMAP	InterPro	PANTHER	Pfam	PIRSF	PRINTS	ProDom	PROSITE	SMART	SUPFAM
261	Q9NZL9	MAT2B	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=5; Name=1; IsoId=Q9NZL9-1; Sequence=Displayed; Name=2; IsoId=Q9NZL9-2; Sequence=VSP_025534; Name=3; IsoId=Q9NZL9-3; Sequence=VSP_025538, VSP_025539; Name=4; IsoId=Q9NZL9-4; Sequence=VSP_025534, VSP_025540; Name=5; IsoId=Q9NZL9-5; Sequence=VSP_025535, VSP_025536, VSP_025537;	UPI0000037B81	CCDS4364.1 [Q9NZL9-2];CCDS4365.1 [Q9NZL9-1];	AF182814;AJ243721;DQ395260;DQ413183;AL136664;AB073390;AY358695;AK312365;CH471062;BC005218;BC066645;BC093030;AF113225;	NP_037415.1 [Q9NZL9-1];NP_877725.1 [Q9NZL9-2];		2YDX;2YDY;4KTT;4KTV;4NDN;		Q9NZL9;	118166;	Q9NZL9;	CPX-948;			Q9NZL9;	Q9NZL9;	9606.ENSP00000325425;			DB00134;											Q9NZL9;	rs17849948		Q9NZL9;	Q9NZL9;	Q9NZL9;		9606-ENSP00000325425;	Q9NZL9;	83432 [Q9NZL9-1];83433 [Q9NZL9-2];83434 [Q9NZL9-3];83435 [Q9NZL9-4];83436 [Q9NZL9-5];	ENST00000280969.9 [Q9NZL9-2];ENST00000321757.11 [Q9NZL9-1];ENST00000518095.5 [Q9NZL9-3];ENST00000694943.1 [Q9NZL9-3];	27430;	hsa:27430;	27430;	MAT2B;	HGNC:6905;	ENSG00000038274;	605527;	NX_Q9NZL9;		PA30648;	KOG1430;	ENSGT00390000006721;	CLU_045518_0_0_1;	AGETTWH;	3080056at2759;	Q9NZL9;	TF332849;	MetaCyc:HS00531-MONOMER;	2.5.1.6;	Q9NZL9;	R-HSA-156581;R-HSA-5689880;	Q9NZL9;		ENSG00000038274;	Q9NZL9;	cd05254;			IPR005913;IPR036291;IPR029903;	PTHR10491;PTHR10491:SF4;	PF04321;						SSF51735;
262	Q9UBF8	PI4KB	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1 {ECO:0000269|PubMed:9405935}; Synonyms=NPIK-B {ECO:0000269|PubMed:9405935}; IsoId=Q9UBF8-1; Sequence=Displayed; Name=2 {ECO:0000269|PubMed:9405935}; Synonyms=NPIK-C {ECO:0000269|PubMed:9405935}; IsoId=Q9UBF8-2; Sequence=VSP_050627; Name=3; IsoId=Q9UBF8-3; Sequence=VSP_037133;	UPI0000040634	CCDS55637.1 [Q9UBF8-3];CCDS55638.1 [Q9UBF8-2];CCDS81376.1 [Q9UBF8-1];	AJ011121;AJ011122;AJ011123;AB005910;U81802;AK294606;AL391069;CH471121;CH471121;BC000029;BC040300;	NP_001185702.1 [Q9UBF8-2];NP_001185703.1 [Q9UBF8-2];NP_001185704.1 [Q9UBF8-3];NP_001317650.1 [Q9UBF8-1];NP_002642.1;XP_016856979.1;XP_016856980.1;XP_016856981.1;		2N73;4D0L;4D0M;4WAE;4WAG;5C46;5C4G;5EUQ;5FBL;5FBQ;5FBR;5FBV;5FBW;5LX2;5NAS;6GL3;		Q9UBF8;	111316;			DIP-42267N;		Q9UBF8;	Q9UBF8;	9606.ENSP00000357869;	Q9UBF8;	CHEMBL3268;	DB12010;	Q9UBF8;	SLP:000001947 [Q9UBF8-2];									Q9UBF8;			Q9UBF8;	Q9UBF8;	Q9UBF8;		9606-ENSP00000357869;	Q9UBF8;	83959 [Q9UBF8-1];83960 [Q9UBF8-2];83961 [Q9UBF8-3];	ENST00000368872.5 [Q9UBF8-2];ENST00000368873.6 [Q9UBF8-1];ENST00000368874.8 [Q9UBF8-2];ENST00000529142.5 [Q9UBF8-3];	5298;	hsa:5298;	5298;	PI4KB;	HGNC:8984;	ENSG00000143393;	602758;620281;	NX_Q9UBF8;		PA162399420;	KOG0903;	ENSGT00550000074892;		GNKMFSF;	147843at2759;	Q9UBF8;	TF102042;	MetaCyc:HS07046-MONOMER;	2.7.1.67;	Q9UBF8;	R-HSA-1660514;	Q9UBF8;	PI4KB;	ENSG00000143393;	Q9UBF8;	cd22246;cd05168;			IPR011009;IPR000403;IPR036940;IPR018936;IPR001263;IPR015433;	PTHR10048:SF22;PTHR10048;	PF00454;				PS00915;PS00916;PS50290;PS51545;	SM00146;	SSF56112;
263	Q9UHV8	LGALS13	9606	ALTERNATIVE PRODUCTS:  	UPI0000032F23	CCDS33024.1;	AF117383;AY055826;FJ613336;FJ613337;FJ613338;CH471126;BC066304;BC069312;	NP_037400.1;		5XG7;5XG8;5Y03;6A62;6A63;6A64;6A65;6A66;6KJW;6KJX;6KJY;		Q9UHV8;	118889;					Q9UHV8;		9606.ENSP00000221797;																		Q9UHV8;			9606-ENSP00000221797;	Q9UHV8;	84418;	ENST00000221797.5;	29124;	hsa:29124;	29124;	LGALS13;	HGNC:15449;	ENSG00000105198;	608717;	NX_Q9UHV8;		PA134923011;	KOG3587;	ENSGT00940000162909;	CLU_037794_4_0_1;	SDIAFCF;	2874391at2759;	Q9UHV8;	TF315551;			Q9UHV8;			LGALS13;	ENSG00000105198;	Q9UHV8;	cd00070;			IPR013320;IPR044156;IPR001079;	PTHR11346:SF120;PTHR11346;	PF00337;				PS51304;	SM00908;SM00276;	SSF49899;
264	Q9UHY7	ENOPH1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9UHY7-1; Sequence=Displayed; Name=2; IsoId=Q9UHY7-2; Sequence=VSP_021160;	UPI000006D6DB	CCDS3594.1 [Q9UHY7-1];	AF113125;AK022656;CR457141;BC001317;BC065815;AF177286;	NP_001278946.1;NP_067027.1 [Q9UHY7-1];		1YNS;1ZS9;		Q9UHY7;	121811;					Q9UHY7;		9606.ENSP00000273920;			DB07912;DB09325;										ENOPH1;	Q9UHY7;			Q9UHY7;	Q9UHY7;	Q9UHY7;		9606-ENSP00000273920;	Q9UHY7;	84440 [Q9UHY7-1];84441 [Q9UHY7-2];	ENST00000273920.8 [Q9UHY7-1];ENST00000505846.5 [Q9UHY7-2];	58478;	hsa:58478;	58478;	ENOPH1;	HGNC:24599;	ENSG00000145293;		NX_Q9UHY7;		PA162385052;	KOG2630;	ENSGT00440000039914;	CLU_023273_0_0_1;	QLKGHVY;	275419at2759;	Q9UHY7;	TF105939;		3.1.3.77;	Q9UHY7;	R-HSA-1237112;			ENSG00000145293;	Q9UHY7;	cd01629;		MF_01681;MF_03117;	IPR023943;IPR027511;IPR036412;IPR006439;IPR023214;	PTHR20371;PTHR20371:SF1;							SSF56784;
265	Q9UJ70	NAGK	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9UJ70-1; Sequence=Displayed; Name=2; IsoId=Q9UJ70-2; Sequence=VSP_044586;	UPI000012FD0A	CCDS33220.3 [Q9UJ70-1];	AJ242910;AK001812;AK297224;CR457271;AK222645;AC007881;CH471053;BC001029;BC005371;	NP_060037.3 [Q9UJ70-1];		2CH5;2CH6;		Q9UJ70;	120728;					Q9UJ70;	Q9UJ70;	9606.ENSP00000477639;		CHEMBL4295978;	DB00141;											Q9UJ70;	rs17856147 rs17849984		Q9UJ70;	Q9UJ70;	Q9UJ70;		9606-ENSP00000477639;	Q9UJ70;	84593 [Q9UJ70-1];	ENST00000244204.11 [Q9UJ70-1];ENST00000455662.6 [Q9UJ70-2];ENST00000613852.4 [Q9UJ70-2];	55577;	hsa:55577;	55577;	NAGK;	HGNC:17174;	ENSG00000124357;	606828;	NX_Q9UJ70;		PA31436;	KOG1794;	ENSGT00510000047418;			3030525at2759;	Q9UJ70;	TF314158;		2.7.1.59;	Q9UJ70;	R-HSA-446210;		NAGK;	ENSG00000124357;	Q9UJ70;	cd00012;			IPR002731;IPR043129;IPR039758;	PTHR12862;PTHR12862:SF0;	PF01869;						SSF53067;
266	Q9UN42	ATP1B4	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=A; IsoId=Q9UN42-1; Sequence=Displayed; Name=B; IsoId=Q9UN42-2; Sequence=VSP_000351;	UPI00001262A4	CCDS14598.1 [Q9UN42-2];CCDS48158.1 [Q9UN42-1];	AF158383;AF158384;BC117227;	NP_001135919.1 [Q9UN42-1];NP_036201.1 [Q9UN42-2];				Q9UN42;	117007;			DIP-60961N;		Q9UN42;		9606.ENSP00000218008;														Q9UN42;	rs2072452			Q9UN42;			9606-ENSP00000218008;	Q9UN42;	85249 [Q9UN42-1];85250 [Q9UN42-2];	ENST00000218008.8 [Q9UN42-1];ENST00000361319.3 [Q9UN42-2];	23439;	hsa:23439;	23439;	ATP1B4;	HGNC:808;	ENSG00000101892;	301073;	NX_Q9UN42;		PA410;	KOG3927;	ENSGT01030000234579;	CLU_057702_1_0_1;	KNIRCTH;	2880589at2759;	Q9UN42;	TF314618;			Q9UN42;	R-HSA-2173795;			ENSG00000101892;	Q9UN42;				IPR000402;IPR038702;	PTHR11523:SF12;PTHR11523;	PF00287;				PS00390;PS00391;		
267	Q9UN76	SLC6A14	9606	ALTERNATIVE PRODUCTS:  	UPI0000072E3C	CCDS14570.1;	AF151978;Z96810;AL034411;AL034411;Z96810;BC093710;BC093712;	NP_009162.1;				Q9UN76;	116415;							9606.ENSP00000470801;	Q9UN76;	CHEMBL4680044;	DB03929;DB00130;DB00172;DB00577;DB01610;									2.A.22.2.3;		Q9UN76;			Q9UN76;	Q9UN76;	Q9UN76;		9606-ENSP00000470801;	Q9UN76;	85268;	ENST00000598581.3;	11254;	hsa:11254;	11254;	SLC6A14;	HGNC:11047;	ENSG00000268104;	300444;	NX_Q9UN76;	586;	PA35910;	KOG3660;	ENSGT00940000154963;	CLU_006855_4_1_1;	TEAEVWK;	3084493at2759;	Q9UN76;	TF343812;			Q9UN76;	R-HSA-352230;R-HSA-442660;R-HSA-5619094;		SLC6A14;	ENSG00000268104;		cd11501;			IPR000175;IPR037272;	PTHR11616:SF286;PTHR11616;	PF00209;		PR00176;		PS00610;PS00754;PS50267;		SSF161070;
268	Q9UNQ0	ABCG2	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9UNQ0-1; Sequence=Displayed; Name=2; IsoId=Q9UNQ0-2; Sequence=VSP_014232, VSP_014233;	UPI0000001275	CCDS3628.1 [Q9UNQ0-1];CCDS58910.1 [Q9UNQ0-2];	AF103796;AF098951;AB056867;AB051855;AY017168;AY289766;AY288307;AF463519;AY333755;AY333756;AK002040;AK290000;DQ996467;AC084732;AC097484;BC021281;BC092408;AF093771;AF093772;	NP_001244315.1 [Q9UNQ0-2];NP_004818.2 [Q9UNQ0-1];XP_005263412.1;XP_011530722.1 [Q9UNQ0-1];		5NJ3;5NJG;6ETI;6FEQ;6FFC;6HBU;6HCO;6HIJ;6HZM;6VXF;6VXH;6VXI;6VXJ;7NEQ;7NEZ;7NFD;7OJ8;7OJH;7OJI;8BHT;8BI0;		Q9UNQ0;	114821;			DIP-29162N;		Q9UNQ0;	Q9UNQ0;	9606.ENSP00000237612;	Q9UNQ0;	CHEMBL5393;	DB12001;DB08916;DB11363;DB00437;DB12015;DB03496;DB06288;DB11901;DB06605;DB09274;DB12597;DB16098;DB06237;DB15233;DB11995;DB16407;DB13997;DB11817;DB00394;DB16703;DB15982;DB04851;DB12267;DB12151;DB00921;DB06772;DB11751;DB00201;DB04690;DB08907;DB09061;DB14737;DB11791;DB00958;DB00482;DB00439;DB04540;DB00515;DB00242;DB00631;DB00845;DB09065;DB05239;DB00286;DB12483;DB00091;DB08912;DB09102;DB11963;DB00970;DB02115;DB12941;DB09183;DB01254;DB00694;DB11943;DB16650;DB01234;DB14649;DB00255;DB01248;DB08930;DB00843;DB05928;DB00997;DB00470;DB11952;DB04881;DB06210;DB09038;DB13874;DB00530;DB11827;DB00783;DB13952;DB13953;DB13954;DB13955;DB13956;DB00655;DB00773;DB00973;DB04854;DB12500;DB09279;DB00544;DB00158;DB12010;DB11796;DB02703;DB15149;DB00317;DB01645;DB12141;DB11978;DB13879;DB01016;DB01094;DB14538;DB14539;DB14540;DB14541;DB14542;DB14543;DB14544;DB09054;DB00619;DB11886;DB00762;DB11633;DB11757;DB00602;DB00709;DB00448;DB14723;DB11732;DB09027;DB01097;DB09078;DB12070;DB17083;DB06448;DB13125;DB06234;DB14009;DB00563;DB01204;DB16390;DB00688;DB14011;DB03467;DB00220;DB11820;DB04868;DB09079;DB11793;DB00698;DB01051;DB09074;DB16267;DB09296;DB00338;DB11632;DB09330;DB13055;DB00526;DB12612;DB11697;DB09073;DB00213;DB09297;DB06589;DB00642;DB15102;DB13878;DB08860;DB08901;DB06813;DB15822;DB01708;DB00175;DB00457;DB00396;DB04216;DB01129;DB00481;DB08896;DB11853;DB11855;DB08864;DB00740;DB12457;DB08931;DB14840;DB15305;DB00503;DB06228;DB09291;DB01098;DB04847;DB12332;DB06654;DB01232;DB15685;DB11689;DB06290;DB08934;DB00398;DB12713;DB15569;DB09118;DB00795;DB00391;DB00669;DB01268;DB11644;DB11760;DB00675;DB04348;DB12887;DB12020;DB01079;DB00966;DB12095;DB00853;DB00444;DB09299;DB15133;DB08880;DB00624;DB13943;DB13944;DB13946;DB11712;DB11800;DB01685;DB01030;DB14962;DB15442;DB11652;DB15328;DB15091;DB05294;DB11613;DB08881;DB11581;DB00285;DB15456;DB00541;DB08828;DB12026;DB00549;DB00495;	Q9UNQ0;								3.A.1.204.2;		Q9UNQ0;	rs2231137 rs1319203095 rs2231142 rs372192400 rs753759474 rs528655917 rs1061017 rs12721643 rs1061018 rs3116448 rs41282401 rs138606116 rs752626614 rs199854112 rs769734146 rs1354553769 rs1274428653 rs192169063 rs45605536 rs9282571 rs200894058 rs34264773 rs34783571		Q9UNQ0;	Q9UNQ0;	Q9UNQ0;		9606-ENSP00000237612;	Q9UNQ0;	85323 [Q9UNQ0-1];85324 [Q9UNQ0-2];	ENST00000237612.8 [Q9UNQ0-1];ENST00000515655.5 [Q9UNQ0-2];ENST00000650821.1 [Q9UNQ0-1];	9429;	hsa:9429;	9429;	ABCG2;	HGNC:74;	ENSG00000118777;	138900;603756;614490;	NX_Q9UNQ0;		PA390;	KOG0061;	ENSGT00940000162658;	CLU_000604_57_8_1;	AEAFFIM;	936137at2759;	Q9UNQ0;	TF105211;		7.6.2.2;7.6.2.3;	Q9UNQ0;	R-HSA-189451;R-HSA-189483;R-HSA-2161517;R-HSA-917937;R-HSA-9753281;R-HSA-9793528;	Q9UNQ0;	ABCG2;	ENSG00000118777;	Q9UNQ0;	cd03213;			IPR003593;IPR013525;IPR003439;IPR043926;IPR027417;	PTHR48041;PTHR48041:SF92;	PF01061;PF19055;PF00005;				PS50893;	SM00382;	SSF52540;
269	Q9Y233	PDE10A	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Comment=Isoforms differ in their N-terminal region.; Name=PDE10A1; IsoId=Q9Y233-1; Sequence=Displayed; Name=PDE10A2; IsoId=Q9Y233-2; Sequence=VSP_004601;	UPI0000039E34		AB026816;AB020593;AF127479;AF127480;CR536567;AL117345;AL136130;AL160160;BC104858;BC104860;AB041798;	NP_001124162.1 [Q9Y233-2];NP_006652.1 [Q9Y233-1];XP_011533690.1 [Q9Y233-1];		2OUN;2OUP;2OUQ;2OUR;2OUS;2OUU;2OUV;2OUY;2WEY;2Y0J;2ZMF;3SN7;3SNI;3SNL;3UI7;3UUO;3WI2;3WS8;3WS9;3WYK;3WYL;3WYM;4AEL;4AJD;4AJF;4AJG;4AJM;4BBX;4DDL;4DFF;4FCB;4FCD;4HEU;4HF4;4LKQ;4LLJ;4LLK;4LLP;4LLX;4LM0;4LM1;4LM2;4LM3;4LM4;4MRW;4MRZ;4MS0;4MSA;4MSC;4MSE;4MSH;4MSN;4MUW;4MVH;4P0N;4P1R;4PHW;4TPM;4TPP;4WN1;4XY2;4YQH;4YS7;4ZO5;5AXP;5AXQ;5B4K;5B4L;5C1W;5C28;5C29;5C2A;5C2E;5C2H;5DH4;5DH5;5EDE;5EDG;5EDH;5EDI;5I2R;5K9R;5SDU;5SDV;5SDW;5SDX;5SDY;5SDZ;5SE0;5SE1;5SE2;5SE3;5SE4;5SE5;5SE6;5SE7;5SE8;5SE9;5SEA;5SEB;5SEC;5SED;5SEE;5SEF;5SEG;5SEH;5SEI;5SEJ;5SEK;5SEL;5SEM;5SEN;5SEO;5SEP;5SEQ;5SER;5SES;5SET;5SEU;5SEV;5SEW;5SEX;5SEY;5SEZ;5SF0;5SF1;5SF2;5SF3;5SF4;5SF5;5SF6;5SF7;5SF8;5SF9;5SFA;5SFB;5SFC;5SFD;5SFE;5SFF;5SFG;5SFH;5SFI;5SFJ;5SFK;5SFL;5SFM;5SFN;5SFO;5SFP;5SFQ;5SFR;5SFS;5SFT;5SFU;5SFV;5SFW;5SFX;5SFY;5SFZ;5SG0;5SG1;5SG2;5SG3;5SG4;5SG5;5SG6;5SG7;5SG8;5SG9;5SGB;5SGC;5SGD;5SGE;5SGF;5SGG;5SGH;5SGI;5SGJ;5SGK;5SGL;5SGM;5SGN;5SGO;5SGP;5SGQ;5SGR;5SGS;5SGT;5SGU;5SGV;5SGW;5SGX;5SGY;5SGZ;5SH0;5SH1;5SH2;5SH3;5SH4;5SH5;5SH6;5SH7;5SH8;5SH9;5SHA;5SHB;5SHC;5SHD;5SHE;5SHF;5SHG;5SHH;5SHI;5SHJ;5SHK;5SHL;5SHM;5SHN;5SHO;5SHP;5SHQ;5SHR;5SHS;5SHT;5SHU;5SHV;5SHW;5SHX;5SHY;5SHZ;5SI0;5SI1;5SI2;5SI3;5SI4;5SI5;5SI6;5SI7;5SI8;5SI9;5SIA;5SIB;5SID;5SIE;5SIF;5SIG;5SIH;5SII;5SIJ;5SIK;5SIL;5SIM;5SIN;5SIO;5SIP;5SIQ;5SIR;5SIS;5SIT;5SIU;5SIV;5SIW;5SIX;5SIY;5SIZ;5SJ0;5SJ1;5SJ2;5SJ3;5SJ4;5SJ5;5SJ6;5SJ7;5SJ8;5SJ9;5SJA;5SJB;5SJC;5SJD;5SJE;5SJF;5SJG;5SJH;5SJI;5SJJ;5SJK;5SJL;5SJM;5SJN;5SJO;5SJP;5SJQ;5SJR;5SJS;5SJT;5SJU;5SJV;5SJW;5SJX;5SJY;5SJZ;5SK0;5SK1;5SK2;5SK3;5SK4;5SK5;5SK6;5SK7;5SK8;5SK9;5SKA;5SKB;5SKC;5SKD;5SKE;5SKF;5SKG;5SKH;5SKI;5SKJ;5SKK;5SKL;5SKM;5SKN;5SKO;5SKP;5SKQ;5SKR;5SKS;5SKT;5SKU;5SKV;5UWF;5XUI;5XUJ;5ZNL;6IJH;6IJI;6KDX;6KDZ;6KE0;6KO0;6KO1;6KZE;6MSA;6MSC;7BPI;7QPF;7QPM;7QPQ;7QPV;7QQ4;8DI4;		Q9Y233;	116057;					Q9Y233;		9606.ENSP00000438284;	Q9Y233;	CHEMBL4409;	DB08384;DB08386;DB08383;DB08389;DB00201;DB00975;DB08387;DB01113;DB08391;DB08811;DB09283;DB08814;	Q9Y233;										Q9Y233;	rs778899140 rs875989839 rs875989841 rs875989840 rs2224252 rs2860112		Q9Y233;	Q9Y233;	Q9Y233;		9606-ENSP00000438284;	Q9Y233;	85625 [Q9Y233-1];85626 [Q9Y233-2];	ENST00000366882.7;	10846;	hsa:10846;	10846;	PDE10A;	HGNC:8772;	ENSG00000112541;	610652;616921;616922;	NX_Q9Y233;	494541;494526;	PA33120;	KOG3689;		CLU_006980_1_0_1;		5479253at2759;	Q9Y233;	TF316499;		3.1.4.17;	Q9Y233;	R-HSA-418457;R-HSA-418555;	Q9Y233;	PDE10A;	ENSG00000112541;	Q9Y233;	cd00077;			IPR003018;IPR029016;IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;	PTHR11347:SF111;PTHR11347;	PF01590;PF00233;		PR00387;		PS00126;PS51845;	SM00065;SM00471;	SSF55781;SSF109604;
270	Q9Y259	CHKB	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9Y259-1; Sequence=Displayed; Name=2; IsoId=Q9Y259-2; Sequence=VSP_034248, VSP_034249;	UPI000012DE4D	CCDS14099.1 [Q9Y259-1];	AB029885;AB029886;AL096780;AL096781;CR456419;AK314324;U62317;CH471138;BC082263;BC101488;BC113521;	NP_005189.2 [Q9Y259-1];		2IG7;3FEG;3LQ3;		Q9Y259;	107544;					Q9Y259;		9606.ENSP00000384400;	Q9Y259;	CHEMBL3112385;	DB00122;DB14006;		SLP:000001747 [Q9Y259-1];									Q9Y259;	rs147485527 rs141381896 rs772705206		Q9Y259;	Q9Y259;	Q9Y259;		9606-ENSP00000384400;	Q9Y259;	85662 [Q9Y259-1];85663 [Q9Y259-2];	ENST00000406938.3 [Q9Y259-1];	1120;	hsa:1120;	1120;	CHKB;	HGNC:1938;	ENSG00000100288;	602541;612395;	NX_Q9Y259;	280671;521305;	PA26469;	KOG2686;	ENSGT00950000182939;	CLU_012712_2_1_1;	HQWCREY;	144299at2759;	Q9Y259;	TF313549;		2.7.1.32;	Q9Y259;	R-HSA-1483191;R-HSA-1483213;		CHKB_(gene);	ENSG00000100288;	Q9Y259;	cd05156;			IPR011009;	PTHR22603;PTHR22603:SF35;	PF01633;						SSF56112;
271	Q9Y2I7	PIKFYVE	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4; Name=1; IsoId=Q9Y2I7-1; Sequence=Displayed; Name=2; IsoId=Q9Y2I7-2; Sequence=VSP_040108, VSP_040110, VSP_040111; Name=3; IsoId=Q9Y2I7-3; Sequence=VSP_040109, VSP_040110, VSP_040111; Name=4; IsoId=Q9Y2I7-4; Sequence=VSP_040110, VSP_040111;	UPI0000366FD6	CCDS2382.1 [Q9Y2I7-1];CCDS33368.1 [Q9Y2I7-2];CCDS54431.1 [Q9Y2I7-4];	AY457063;AC012362;AC016697;CH471063;CH471063;BC032389;BC125052;BC125053;AK091482;AB023198;	NP_001171471.1 [Q9Y2I7-4];NP_055855.2 [Q9Y2I7-1];NP_689884.1 [Q9Y2I7-2];		7K2V;		Q9Y2I7;	128336;	Q9Y2I7;				Q9Y2I7;	Q9Y2I7;	9606.ENSP00000264380;	Q9Y2I7;	CHEMBL1938222;												Q9Y2I7;	rs16840913 rs10932258 rs2363468 rs893254 rs893253 rs999890 rs121918336 rs1529979 rs2289170		Q9Y2I7;	Q9Y2I7;	Q9Y2I7;		9606-ENSP00000264380;	Q9Y2I7;	85801 [Q9Y2I7-1];85802 [Q9Y2I7-2];85803 [Q9Y2I7-3];85804 [Q9Y2I7-4];	ENST00000264380.9 [Q9Y2I7-1];ENST00000308862.10 [Q9Y2I7-3];ENST00000392202.7 [Q9Y2I7-2];ENST00000407449.5 [Q9Y2I7-4];	200576;	hsa:200576;	200576;	PIKFYVE;	HGNC:23785;	ENSG00000115020;	121850;609414;	NX_Q9Y2I7;	98970;	PA165697116;	KOG0230;	ENSGT00940000156307;	CLU_000480_2_1_1;	QEKVVEW;	5481504at2759;	Q9Y2I7;	TF321717;	MetaCyc:HS03825-MONOMER;	2.7.1.150;2.7.1.68;	Q9Y2I7;	R-HSA-1660514;R-HSA-1660516;R-HSA-1660517;	Q9Y2I7;	PIKFYVE;	ENSG00000115020;	Q9Y2I7;	cd04448;cd03334;cd15725;cd17300;			IPR002423;IPR000591;IPR027409;IPR043548;IPR037378;IPR044769;IPR002498;IPR027484;IPR027410;IPR036388;IPR036390;IPR000306;IPR017455;IPR011011;IPR013083;	PTHR46715;PTHR46715:SF1;	PF00118;PF00610;PF01363;PF01504;				PS50186;PS51455;PS50178;	SM00049;SM00064;SM00330;	SSF57903;SSF52029;SSF54849;SSF56104;SSF46785;
272	Q9Y2S2	CRYL1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=Q9Y2S2-1; Sequence=Displayed; Name=2; IsoId=Q9Y2S2-2; Sequence=VSP_034641;	UPI000013E4B3	CCDS41871.1 [Q9Y2S2-1];	AF077049;AF087898;AF160216;AK024041;AL161715;AL590096;CH471075;CH471075;BC008562;BC071810;BC119660;BC119661;	NP_057058.2 [Q9Y2S2-1];		3F3S;		Q9Y2S2;	119274;					Q9Y2S2;		9606.ENSP00000298248;														Q9Y2S2;			Q9Y2S2;	Q9Y2S2;	Q9Y2S2;		9606-ENSP00000298248;	Q9Y2S2;	85884 [Q9Y2S2-1];85885 [Q9Y2S2-2];	ENST00000298248.12 [Q9Y2S2-1];ENST00000382812.5 [Q9Y2S2-2];ENST00000643750.1 [Q9Y2S2-2];	51084;	hsa:51084;	51084;	CRYL1;	HGNC:18246;	ENSG00000165475;	609877;	NX_Q9Y2S2;		PA26923;	KOG2305;	ENSGT00390000007182;	CLU_009834_0_0_1;	RDNCLTH;	5402028at2759;	Q9Y2S2;	TF313501;			Q9Y2S2;	R-HSA-5661270;			ENSG00000165475;	Q9Y2S2;				IPR022694;IPR006180;IPR006176;IPR006108;IPR008927;IPR013328;IPR036291;	PTHR48075;PTHR48075:SF1;	PF00725;PF02737;	PIRSF000105;			PS00067;		SSF48179;SSF51735;
273	Q9Y303	AMDHD2	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1; IsoId=Q9Y303-1; Sequence=Displayed; Name=2; IsoId=Q9Y303-2; Sequence=VSP_030698; Name=3; IsoId=Q9Y303-3; Sequence=VSP_030698, VSP_038782;	UPI000059D2F6	CCDS10471.1 [Q9Y303-2];CCDS53984.1 [Q9Y303-3];CCDS81936.1 [Q9Y303-1];	AF132948;AK296877;CH471112;BC018734;	NP_001139287.1 [Q9Y303-3];NP_001317378.1 [Q9Y303-1];NP_057028.2 [Q9Y303-2];		7NUT;7NUU;		Q9Y303;	119213;					Q9Y303;		9606.ENSP00000391596;		CHEMBL3217376;							M38.979;					Q9Y303;	rs1220386463		Q9Y303;	Q9Y303;	Q9Y303;		9606-ENSP00000391596;	Q9Y303;	85950 [Q9Y303-1];85951 [Q9Y303-2];85952 [Q9Y303-3];	ENST00000293971.11 [Q9Y303-1];ENST00000302956.8 [Q9Y303-2];ENST00000413459.7 [Q9Y303-3];	51005;	hsa:51005;	51005;	AMDHD2;	HGNC:24262;	ENSG00000162066;		NX_Q9Y303;		PA143485298;	KOG3892;	ENSGT00390000012605;		MVTHAFN;	2874448at2759;	Q9Y303;	TF315036;			Q9Y303;	R-HSA-446210;			ENSG00000162066;	Q9Y303;	cd00854;			IPR006680;IPR003764;IPR011059;IPR032466;	PTHR11113;PTHR11113:SF14;	PF01979;	PIRSF038994;					SSF51338;SSF51556;
