	node_id	node_alias	node_source	node_type	alias_type
16809	M_FA_hs_10_10OH_c	10-hydroxy-decanoate (FA 10:0;O)	RBC-GEM	metabolite	name
16810	M_FA_hs_10_10O_c	10-oxo-decanoate (FA 10:1;O)	RBC-GEM	metabolite	name
16811	M_FA_hs_10_DC_c	Decanedioate (FA 10:1;O2)	RBC-GEM	metabolite	name
16812	M_FA_hs_11_0_c	Hendecanoate (FA 11:0)	RBC-GEM	metabolite	name
16813	M_FA_hs_11_0_e	Hendecanoate (FA 11:0)	RBC-GEM	metabolite	name
16814	M_FA_hs_12_0_c	Dodecanoate (FA 12:0)	RBC-GEM	metabolite	name
16815	M_FA_hs_12_0_e	Dodecanoate (FA 12:0)	RBC-GEM	metabolite	name
16816	M_FA_hs_12_12OH_c	12-hydroxy-dodecanoate (FA 12:0;O)	RBC-GEM	metabolite	name
16817	M_FA_hs_12_12O_c	12-oxo-dodecanoate (FA 12:1;O)	RBC-GEM	metabolite	name
16818	M_FA_hs_12_DC_c	Dodecanedioate (FA 12:1;O2)	RBC-GEM	metabolite	name
16819	M_FA_hs_13_0_c	Tridecanoate (FA 13:0)	RBC-GEM	metabolite	name
16820	M_FA_hs_13_0_e	Tridecanoate (FA 13:0)	RBC-GEM	metabolite	name
16821	M_FA_hs_14_0_c	Tetradecanoate (FA 14:0)	RBC-GEM	metabolite	name
16822	M_FA_hs_14_0_e	Tetradecanoate (FA 14:0)	RBC-GEM	metabolite	name
16823	M_FA_hs_14_14OH_c	14-hydroxy-tetradecanoate (FA 14:0;O)	RBC-GEM	metabolite	name
16824	M_FA_hs_14_14O_c	14-oxo-tetradecanoate (FA 14:1;O)	RBC-GEM	metabolite	name
16825	M_FA_hs_14_5Z_c	(5Z)-tetradecenoate	RBC-GEM	metabolite	name
16826	M_FA_hs_14_5Z_e	(5Z)-tetradecenoate	RBC-GEM	metabolite	name
16827	M_FA_hs_14_7Z_c	(7Z)-tetradecenoate	RBC-GEM	metabolite	name
16828	M_FA_hs_14_7Z_e	(7Z)-tetradecenoate	RBC-GEM	metabolite	name
16829	M_FA_hs_14_9Z_c	(9Z)-tetradecenoate	RBC-GEM	metabolite	name
16830	M_FA_hs_14_9Z_e	(9Z)-tetradecenoate	RBC-GEM	metabolite	name
16831	M_FA_hs_14_DC_c	Tetradecanedioate (FA 14:1;O2)	RBC-GEM	metabolite	name
16832	M_FA_hs_15_0_c	Pentadecanoate (FA 15:0)	RBC-GEM	metabolite	name
16833	M_FA_hs_15_0_e	Pentadecanoate (FA 15:0)	RBC-GEM	metabolite	name
16834	M_FA_hs_16_16OH_c	16-hydroxy-hexadecanoate (FA 16:0;O)	RBC-GEM	metabolite	name
16835	M_FA_hs_16_16O_c	16-oxo-hexadecanoate (FA 16:1;O)	RBC-GEM	metabolite	name
16836	M_FA_hs_16_2E_c	(2E)-hexadecenoate (FA 16:1(2E))	RBC-GEM	metabolite	name
16837	M_FA_hs_16_2E_e	(2E)-hexadecenoate (FA 16:1(2E))	RBC-GEM	metabolite	name
16838	M_FA_hs_16_7Z_c	(7Z)-hexadecenoate (FA 16:1(7Z))	RBC-GEM	metabolite	name
16839	M_FA_hs_16_7Z_e	(7Z)-hexadecenoate (FA 16:1(7Z))	RBC-GEM	metabolite	name
16840	M_FA_hs_16_9Z_c	(9Z)-hexadecenoate (FA 16:1(9Z))	RBC-GEM	metabolite	name
16841	M_FA_hs_16_9Z_e	(9Z)-hexadecenoate (FA 16:1(9Z))	RBC-GEM	metabolite	name
16842	M_FA_hs_16_DC_c	Hexadecanedioate (FA 16:1;O2)	RBC-GEM	metabolite	name
16843	M_FA_hs_17_0_c	Heptadecanoate (FA 17:0)	RBC-GEM	metabolite	name
16844	M_FA_hs_17_0_e	Heptadecanoate (FA 17:0)	RBC-GEM	metabolite	name
16845	M_FA_hs_17_10Z_c	(10Z)-heptadecenoate (FA 17:1(10Z))	RBC-GEM	metabolite	name
16846	M_FA_hs_17_10Z_e	(10Z)-heptadecenoate (FA 17:1(10Z))	RBC-GEM	metabolite	name
16847	M_FA_hs_17_9Z_c	(9Z)-heptadecenoate (FA 17:1(9Z))	RBC-GEM	metabolite	name
16848	M_FA_hs_17_9Z_e	(9Z)-heptadecenoate (FA 17:1(9Z))	RBC-GEM	metabolite	name
16849	M_FA_hs_18_0_c	Octadecanoate (FA 18:0)	RBC-GEM	metabolite	name
16850	M_FA_hs_18_0_e	Octadecanoate (FA 18:0)	RBC-GEM	metabolite	name
16851	M_FA_hs_18_11Z_c	(11Z)-octadecenoate (FA.18:1(11Z))	RBC-GEM	metabolite	name
16852	M_FA_hs_18_11Z_e	(11Z)-octadecenoate (FA.18:1(11Z))	RBC-GEM	metabolite	name
16853	M_FA_hs_18_13Z_c	(13Z)-octadecenoate (FA.18:1(13Z))	RBC-GEM	metabolite	name
16854	M_FA_hs_18_13Z_e	(13Z)-octadecenoate (FA.18:1(13Z))	RBC-GEM	metabolite	name
16855	M_FA_hs_18_6Z9Z12Z15Z_c	(6Z,9Z,12Z.15Z)-octadecatetraenoate (FA.18:4(6Z,9Z,12Z,15Z))	RBC-GEM	metabolite	name
16856	M_FA_hs_18_6Z9Z12Z15Z_e	(6Z,9Z,12Z.15Z)-octadecatetraenoate (FA.18:4(6Z,9Z,12Z,15Z))	RBC-GEM	metabolite	name
16857	M_FA_hs_18_6Z9Z12Z_c	(6Z,9Z,12Z)-octadecatrienoate (FA.18:3(6Z,9Z,12Z))	RBC-GEM	metabolite	name
16858	M_FA_hs_18_6Z9Z12Z_e	(6Z,9Z,12Z)-octadecatrienoate (FA.18:3(6Z,9Z,12Z))	RBC-GEM	metabolite	name
16859	M_FA_hs_18_6Z9Z_c	(6Z,9Z)-octadecadienoate (FA.18:2(6Z,9Z))	RBC-GEM	metabolite	name
16860	M_FA_hs_18_6Z9Z_e	(6Z,9Z)-octadecadienoate (FA.18:2(6Z,9Z))	RBC-GEM	metabolite	name
16861	M_FA_hs_18_7Z_c	(7Z)-octadecenoate (FA.18:1(7Z))	RBC-GEM	metabolite	name
16862	M_FA_hs_18_7Z_e	(7Z)-octadecenoate (FA.18:1(7Z))	RBC-GEM	metabolite	name
16863	M_FA_hs_18_9E_c	(9E)-octadecenoate (FA.18:1(9E))	RBC-GEM	metabolite	name
16864	M_FA_hs_18_9E_e	(9E)-octadecenoate (FA.18:1(9E))	RBC-GEM	metabolite	name
16865	M_FA_hs_18_9Z12Z15Z_c	(9Z,12Z.15Z)-octadecatrienoate  (FA.18:3(9Z,12Z,15Z))	RBC-GEM	metabolite	name
16866	M_FA_hs_18_9Z12Z15Z_e	(9Z,12Z.15Z)-octadecatrienoate  (FA.18:3(9Z,12Z,15Z))	RBC-GEM	metabolite	name
16867	M_FA_hs_18_9Z12Zr_c	(9Z,12Z)-octadecadienoate (FA.18:2(9Z,12Z)) radical	RBC-GEM	metabolite	name
16868	M_FA_hs_18_9Z12Zroo_c	(9Z,12Z)-octadecadienoate (FA.18:2(9Z,12Z)) peroxyl radical	RBC-GEM	metabolite	name
16869	M_FA_hs_19_0_c	Nonadecanoate (FA 19:0)	RBC-GEM	metabolite	name
16870	M_FA_hs_19_0_e	Nonadecanoate (FA 19:0)	RBC-GEM	metabolite	name
16871	M_FA_hs_20_0_c	Eicosanoate (FA 20:0)	RBC-GEM	metabolite	name
16872	M_FA_hs_20_0_e	Eicosanoate (FA 20:0)	RBC-GEM	metabolite	name
16873	M_FA_hs_20_11Z14Z17Z_c	(11Z,14Z,17Z)-eicosatrienoate (FA 20:3(11Z,14Z,17Z))	RBC-GEM	metabolite	name
16874	M_FA_hs_20_11Z14Z17Z_e	(11Z,14Z,17Z)-eicosatrienoate (FA 20:3(11Z,14Z,17Z))	RBC-GEM	metabolite	name
16875	M_FA_hs_20_11Z14Z_c	(11Z,14Z)-eicosadienoate (FA 20:2(11Z,14Z))	RBC-GEM	metabolite	name
16876	M_FA_hs_20_11Z14Z_e	(11Z,14Z)-eicosadienoate (FA 20:2(11Z,14Z))	RBC-GEM	metabolite	name
16877	M_FA_hs_20_11Z_c	(11Z)-eicosanoate (FA 20:1(11Z))	RBC-GEM	metabolite	name
16878	M_FA_hs_20_11Z_e	(11Z)-eicosanoate (FA 20:1(11Z))	RBC-GEM	metabolite	name
16879	M_FA_hs_20_13Z_c	(13Z)-eicosanoate (FA 20:1(13Z))	RBC-GEM	metabolite	name
16880	M_FA_hs_20_13Z_e	(13Z)-eicosanoate (FA 20:1(13Z))	RBC-GEM	metabolite	name
16881	M_FA_hs_20_5Z8Z11Z14Z17Z_c	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate (FA 20:5(5Z,8Z,11Z,14Z,17Z))	RBC-GEM	metabolite	name
16882	M_FA_hs_20_5Z8Z11Z14Z17Z_e	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate (FA 20:5(5Z,8Z,11Z,14Z,17Z))	RBC-GEM	metabolite	name
16883	M_FA_hs_20_5Z8Z11Z14Z17Zr_c	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate (FA 20:5(5Z,8Z,11Z,14Z,17Z)) radical	RBC-GEM	metabolite	name
16884	M_FA_hs_20_5Z8Z11Z14Z17Zroo_c	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate (FA 20:5(5Z,8Z,11Z,14Z,17Z)) peroxyl radical	RBC-GEM	metabolite	name
16885	M_FA_hs_20_5Z8Z11Z14Z20DC_c	(5Z,8Z,11Z,14Z)-eicosatetraenedioate (FA 20:4(5Z,8Z,11Z,14Z);O2)	RBC-GEM	metabolite	name
16886	M_FA_hs_20_5Z8Z11Z14Z20OH_c	20-hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoate (FA 20:4(5Z,8Z,11Z,14Z);O)	RBC-GEM	metabolite	name
16887	M_FA_hs_20_5Z8Z11Z14Z20O_c	20-oxo-(5Z,8Z,11Z,14Z)-eicosatetraenoate (FA 20:5(5Z,8Z,11Z,14Z);O)	RBC-GEM	metabolite	name
16888	M_FA_hs_20_5Z8Z11Z14Z_c	(5Z,8Z,11Z,14Z)-eicosatetraenoate (FA 20:4(5Z,8Z,11Z,14Z))	RBC-GEM	metabolite	name
16889	M_FA_hs_20_5Z8Z11Z14Z_e	(5Z,8Z,11Z,14Z)-eicosatetraenoate (FA 20:4(5Z,8Z,11Z,14Z))	RBC-GEM	metabolite	name
16890	M_FA_hs_20_5Z8Z11Z14Zr_c	(5Z,8Z,11Z,14Z)-eicosatetraenoate (FA 20:4(5Z,8Z,11Z,14Z)) radical	RBC-GEM	metabolite	name
16891	M_FA_hs_20_5Z8Z11Z14Zroo_c	(5Z,8Z,11Z,14Z)-eicosatetraenoate (FA 20:4(5Z,8Z,11Z,14Z)) peroxyl radical	RBC-GEM	metabolite	name
16892	M_FA_hs_20_5Z8Z11Z_c	(5Z,8Z,11Z)-eicosatrienoate (FA 20:3(5Z,8Z,11Z))	RBC-GEM	metabolite	name
16893	M_FA_hs_20_5Z8Z11Z_e	(5Z,8Z,11Z)-eicosatrienoate (FA 20:3(5Z,8Z,11Z))	RBC-GEM	metabolite	name
16894	M_FA_hs_20_8Z11Z14Z17Z_c	(8Z,11Z,14Z,17Z)-eicosatetraenoate (FA 20:4(8Z,11Z,14Z,17Z))	RBC-GEM	metabolite	name
16895	M_FA_hs_20_8Z11Z14Z17Z_e	(8Z,11Z,14Z,17Z)-eicosatetraenoate (FA 20:4(8Z,11Z,14Z,17Z))	RBC-GEM	metabolite	name
16896	M_FA_hs_20_8Z11Z14Z_c	(8Z,11Z,14Z)-eicosatrienoate (FA 20:3(8Z,11Z.14Z))	RBC-GEM	metabolite	name
16897	M_FA_hs_20_8Z11Z14Z_e	(8Z,11Z,14Z)-eicosatrienoate (FA 20:3(8Z,11Z.14Z))	RBC-GEM	metabolite	name
16898	M_FA_hs_20_8Z11Z_c	(8Z,11Z)-eicosadienoate (FA 20:2(8Z,11Z))	RBC-GEM	metabolite	name
16899	M_FA_hs_20_8Z11Z_e	(8Z,11Z)-eicosadienoate (FA 20:2(8Z,11Z))	RBC-GEM	metabolite	name
16900	M_FA_hs_20_9Z_c	(9Z)-eicosanoate (FA 20:1(9Z))	RBC-GEM	metabolite	name
16901	M_FA_hs_20_9Z_e	(9Z)-eicosanoate (FA 20:1(9Z))	RBC-GEM	metabolite	name
16902	M_FA_hs_21_0_c	Henicosanoate (FA 21:0)	RBC-GEM	metabolite	name
16903	M_FA_hs_21_0_e	Henicosanoate (FA 21:0)	RBC-GEM	metabolite	name
16904	M_FA_hs_22_0_c	Docosanoate (FA 22:0)	RBC-GEM	metabolite	name
16905	M_FA_hs_22_0_e	Docosanoate (FA 22:0)	RBC-GEM	metabolite	name
16906	M_FA_hs_22_10Z13Z16Z19Z_c	(10Z,13Z,16Z,19Z)-docosatetraenoate (FA 22:4(10Z,13Z,16Z,19Z))	RBC-GEM	metabolite	name
16907	M_FA_hs_22_10Z13Z16Z19Z_e	(10Z,13Z,16Z,19Z)-docosatetraenoate (FA 22:4(10Z,13Z,16Z,19Z))	RBC-GEM	metabolite	name
16908	M_FA_hs_22_10Z13Z16Z_c	(10Z,13Z,16Z)-docosatrienoate (FA 22:3(10Z,13Z,16Z))	RBC-GEM	metabolite	name
16909	M_FA_hs_22_10Z13Z16Z_e	(10Z,13Z,16Z)-docosatrienoate (FA 22:3(10Z,13Z,16Z))	RBC-GEM	metabolite	name
16910	M_FA_hs_22_11Z_c	(11Z)-docosenoate (FA 22:1(11Z))	RBC-GEM	metabolite	name
16911	M_FA_hs_22_11Z_e	(11Z)-docosenoate (FA 22:1(11Z))	RBC-GEM	metabolite	name
16912	M_FA_hs_22_13Z16Z19Z_c	(13Z,16Z,19Z)-docosatrienoate (FA 22:3(13Z,16Z,19Z))	RBC-GEM	metabolite	name
16913	M_FA_hs_22_13Z16Z19Z_e	(13Z,16Z,19Z)-docosatrienoate (FA 22:3(13Z,16Z,19Z))	RBC-GEM	metabolite	name
16914	M_FA_hs_22_13Z16Z_c	(13Z,16Z)-docosadienoate (FA 22:2(13Z,16Z))	RBC-GEM	metabolite	name
16915	M_FA_hs_22_13Z16Z_e	(13Z,16Z)-docosadienoate (FA 22:2(13Z,16Z))	RBC-GEM	metabolite	name
16916	M_FA_hs_22_13Z_c	(13Z)-docosenoate (FA 22:1(13Z))	RBC-GEM	metabolite	name
16917	M_FA_hs_22_13Z_e	(13Z)-docosenoate (FA 22:1(13Z))	RBC-GEM	metabolite	name
16918	M_FA_hs_22_22OH_c	22-hydroxy-docosanoate (FA 22:0;O)	RBC-GEM	metabolite	name
16919	M_FA_hs_22_22O_c	22-oxo-docosanoate (FA 22:1;O)	RBC-GEM	metabolite	name
16920	M_FA_hs_22_4Z7Z10Z13Z16Z19Z_c	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate (FA 22:6(4Z,7Z,10Z,13Z,16Z,19Z))	RBC-GEM	metabolite	name
16921	M_FA_hs_22_4Z7Z10Z13Z16Z19Z_e	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate (FA 22:6(4Z,7Z,10Z,13Z,16Z,19Z))	RBC-GEM	metabolite	name
16922	M_FA_hs_22_4Z7Z10Z13Z16Z19Zr_c	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate (FA 22:6(4Z,7Z,10Z,13Z,16Z,19Z)) radical	RBC-GEM	metabolite	name
16923	M_FA_hs_22_4Z7Z10Z13Z16Z19Zroo_c	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate (FA 22:6(4Z,7Z,10Z,13Z,16Z,19Z)) peroxyl radical	RBC-GEM	metabolite	name
16924	M_FA_hs_22_4Z7Z10Z13Z16Z_c	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate (FA 22:5(4Z,7Z,10Z,13Z,16Z))	RBC-GEM	metabolite	name
16925	M_FA_hs_22_4Z7Z10Z13Z16Z_e	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoate (FA 22:5(4Z,7Z,10Z,13Z,16Z))	RBC-GEM	metabolite	name
16926	M_FA_hs_22_7Z10Z13Z16Z19Z_c	Docosapentaenoate (FA 22:5(7Z,10Z,13Z,16Z,19Z))	RBC-GEM	metabolite	name
16927	M_FA_hs_22_7Z10Z13Z16Z19Z_e	Docosapentaenoate (FA 22:5(7Z,10Z,13Z,16Z,19Z))	RBC-GEM	metabolite	name
16928	M_FA_hs_22_7Z10Z13Z16Z_c	(7Z,10Z,13Z,16Z)-docosatetraenoate (FA 22:4(7Z,10Z,13Z,16Z))	RBC-GEM	metabolite	name
16929	M_FA_hs_22_7Z10Z13Z16Z_e	(7Z,10Z,13Z,16Z)-docosatetraenoate (FA 22:4(7Z,10Z,13Z,16Z))	RBC-GEM	metabolite	name
16930	M_FA_hs_22_DC_c	Docosanedioate (FA 22:1;O2)	RBC-GEM	metabolite	name
16931	M_FA_hs_23_0_c	Tricosanoate (FA 23:0)	RBC-GEM	metabolite	name
16932	M_FA_hs_23_0_e	Tricosanoate (FA 23:0)	RBC-GEM	metabolite	name
16933	M_FA_hs_24_0_c	Tetracosanoate (FA 24:0)	RBC-GEM	metabolite	name
16934	M_FA_hs_24_0_e	Tetracosanoate (FA 24:0)	RBC-GEM	metabolite	name
16935	M_FA_hs_24_12Z15Z18Z21Z_c	(12Z,15Z,18Z,21Z)-tetracosatetraenoate (FA 20:4(12Z,15Z,18Z,21Z))	RBC-GEM	metabolite	name
16936	M_FA_hs_24_12Z15Z18Z21Z_e	(12Z,15Z,18Z,21Z)-tetracosatetraenoate (FA 20:4(12Z,15Z,18Z,21Z))	RBC-GEM	metabolite	name
16937	M_FA_hs_24_15Z_c	Tetracosenoate (FA 24:1(15Z))	RBC-GEM	metabolite	name
16938	M_FA_hs_24_15Z_e	Tetracosenoate (FA 24:1(15Z))	RBC-GEM	metabolite	name
16939	M_FA_hs_24_6Z9Z12Z15Z18Z21Z_c	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoate (FA 24:6(6Z,9Z,12Z,15Z,18Z,21Z))	RBC-GEM	metabolite	name
16940	M_FA_hs_24_6Z9Z12Z15Z18Z21Z_e	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoate (FA 24:6(6Z,9Z,12Z,15Z,18Z,21Z))	RBC-GEM	metabolite	name
16941	M_FA_hs_24_6Z9Z12Z15Z18Z_c	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoate (FA 20:5(6Z,9Z,12Z,15Z,18Z))	RBC-GEM	metabolite	name
16942	M_FA_hs_24_6Z9Z12Z15Z18Z_e	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoate (FA 20:5(6Z,9Z,12Z,15Z,18Z))	RBC-GEM	metabolite	name
16943	M_FA_hs_24_9Z12Z15Z18Z21Z_c	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoate (FA 24:5(9Z,12Z,15Z,18Z,21Z))	RBC-GEM	metabolite	name
16944	M_FA_hs_24_9Z12Z15Z18Z21Z_e	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoate (FA 24:5(9Z,12Z,15Z,18Z,21Z))	RBC-GEM	metabolite	name
16945	M_FA_hs_24_9Z12Z15Z18Z_c	(9Z,12Z,15Z,18Z)-tetracosatetraenoate (FA 20:4(9Z,12Z,15Z,18Z)))	RBC-GEM	metabolite	name
16946	M_FA_hs_24_9Z12Z15Z18Z_e	(9Z,12Z,15Z,18Z)-tetracosatetraenoate (FA 20:4(9Z,12Z,15Z,18Z)))	RBC-GEM	metabolite	name
16947	M_FA_hs_26_0_c	Hexacosanoate (FA 26:0)	RBC-GEM	metabolite	name
16948	M_FA_hs_26_0_e	Hexacosanoate (FA 26:0)	RBC-GEM	metabolite	name
16949	M_FA_hs_26_17Z_c	Hexacosenoate (FA 26:1(17Z))	RBC-GEM	metabolite	name
16950	M_FA_hs_26_17Z_e	Hexacosenoate (FA 26:1(17Z))	RBC-GEM	metabolite	name
16951	M_FAcoa_10_DC_c	Decanedioyl-CoA (CoA 10:1;O2)	RBC-GEM	metabolite	name
16952	M_FAcoa_12_DC_c	Dodecanedioyl-CoA (CoA 12:1;O2)	RBC-GEM	metabolite	name
16953	M_FAcoa_16_DC_c	Hexadecanedioyl-CoA (CoA 16:1;O2)	RBC-GEM	metabolite	name
16954	M_FAcoa_4_2M_c	Isobutyryl-CoA (CoA 4:0)	RBC-GEM	metabolite	name
16955	M_FAcoa_4_DC_c	Succinyl-CoA (CoA 4:1;O2)	RBC-GEM	metabolite	name
16956	M_FAcoa_5_2E2M_c	Tiglyl-CoA (CoA 5:1(2E))	RBC-GEM	metabolite	name
16957	M_FAcoa_5_2EDC_c	Glutaconyl-CoA (CoA 5:2(2E);O2)	RBC-GEM	metabolite	name
16958	M_FAcoa_5_2M_c	2-methylbutyryl-CoA (CoA 5:0)	RBC-GEM	metabolite	name
16959	M_FAcoa_5_3M3OH__S_c	(3S)-hydroxy-isovaleryl-CoA (CoA 5:0;O)	RBC-GEM	metabolite	name
16960	M_FAcoa_5_DC_c	Glutaryl-CoA (CoA 5:1;O2)	RBC-GEM	metabolite	name
16961	M_FAcoa_6_DC_c	Hexanedioyl-CoA (CoA 6:1;O2)	RBC-GEM	metabolite	name
16962	M_FAcoa_7_DC_c	Heptanedioyl-CoA (CoA 7:1;O2)	RBC-GEM	metabolite	name
16963	M_FAcoa_8_DC_c	Octanedioyl-CoA (CoA 8:1;O2)	RBC-GEM	metabolite	name
16964	M_FAcoa_hs_10_0_c	Decanoyl-CoA (CoA 10:0)	RBC-GEM	metabolite	name
16965	M_FAcoa_hs_10_2E6Z_c	(2E,6Z)-decadienoyl-CoA (CoA 10:2(2E,6Z))	RBC-GEM	metabolite	name
16966	M_FAcoa_hs_10_2E_c	(2E)-decenoyl-CoA	RBC-GEM	metabolite	name
16967	M_FAcoa_hs_10_3OH__S_c	(3S)-hydroxydecanoyl-CoA (CoA 10:0;O)	RBC-GEM	metabolite	name
16968	M_FAcoa_hs_11_0_c	Undecanoyl-CoA (CoA 11:0)	RBC-GEM	metabolite	name
16969	M_FAcoa_hs_12_0_c	Dodecanoyl-CoA (CoA 12:0)	RBC-GEM	metabolite	name
16970	M_FAcoa_hs_12_2E_c	(2E)-dodecenoyl-CoA (CoA 12:1(2E))	RBC-GEM	metabolite	name
16971	M_FAcoa_hs_12_3OH__S_c	(3S)-hydroxy-dodecanoyl-CoA (CoA 12:0;O)	RBC-GEM	metabolite	name
16972	M_FAcoa_hs_13_0_c	Tridecanoyl-CoA (CoA 13:0)	RBC-GEM	metabolite	name
16973	M_FAcoa_hs_14_0_c	Tetradecanoyl-CoA (CoA 14:0)	RBC-GEM	metabolite	name
16974	M_FAcoa_hs_14_2E_c	(2E)-tetradecenoyl-CoA (CoA 14:1(2E))	RBC-GEM	metabolite	name
16975	M_FAcoa_hs_14_3OH__S_c	(3S)-hydroxy-tetradecanoyl-CoA (CoA 14:0;O)	RBC-GEM	metabolite	name
16976	M_FAcoa_hs_14_5E8Z3OH__S_c	(3S)-hydroxy-(5E,8Z)-Tetradecadienoyl-CoA (CoA 14:2(5E,8Z);O)	RBC-GEM	metabolite	name
16977	M_FAcoa_hs_14_5E8Z_c	(5E,8Z)-tetradecadienoyl-CoA (CoA 14:2(5E,8Z))	RBC-GEM	metabolite	name
16978	M_FAcoa_hs_14_5Z_c	(5Z)-tetradecenoyl-CoA (CoA 14:1(5Z))	RBC-GEM	metabolite	name
16979	M_FAcoa_hs_14_7Z3OH__S_c	(3S)-hydroxy-(7Z)-tetradecenoyl-CoA (CoA 14:1(7Z);O)	RBC-GEM	metabolite	name
16980	M_FAcoa_hs_14_7Z_c	(7Z)-tetradecenoyl-CoA (CoA 14:1(7Z)	RBC-GEM	metabolite	name
16981	M_FAcoa_hs_14_9Z_c	(9Z)-tetradecenoyl-CoA (CoA 14:1(9Z)	RBC-GEM	metabolite	name
16982	M_FAcoa_hs_15_0_c	Pentadecanoyl-CoA (CoA 15:0)	RBC-GEM	metabolite	name
16983	M_FAcoa_hs_16_2E_c	(2E)-hexadecenoyl-CoA (CoA 16:1(2E))	RBC-GEM	metabolite	name
16984	M_FAcoa_hs_16_3OH__R_c	(3R)-hydroxyhexadecanoyl-CoA (CoA 16:0;O)	RBC-GEM	metabolite	name
16985	M_FAcoa_hs_16_3OH__S_c	(3S)-hydroxyhexadecanoyl-CoA (CoA 16:0;O)	RBC-GEM	metabolite	name
16986	M_FAcoa_hs_16_3O_c	3-oxo-hexadecanoyl-CoA (CoA 16:1;O)	RBC-GEM	metabolite	name
16987	M_FAcoa_hs_16_7E10Z3OH__S_c	(3S)-hydroxy-(7E,10Z)-hexadecadienoyl-CoA (CoA 16:2(7E,10Z);O)	RBC-GEM	metabolite	name
16988	M_FAcoa_hs_16_7Z_c	(7Z)-hexadecenoyl-CoA (CoA 16:1(7Z))	RBC-GEM	metabolite	name
16989	M_FAcoa_hs_16_9Z3OH__S_c	(3S)-hydroxy-(9Z)-hexadecenoyl-CoA (CoA 16:1(9Z);O)	RBC-GEM	metabolite	name
16990	M_FAcoa_hs_16_9Z_c	(9Z)-hexadecenoyl-CoA (CoA 16:1(9Z))	RBC-GEM	metabolite	name
16991	M_FAcoa_hs_17_0_c	Heptadecanoyl-CoA (CoA 17:0)	RBC-GEM	metabolite	name
16992	M_FAcoa_hs_17_10Z_c	(10Z)-heptadecenoyl-CoA (CoA 17:1(10Z))	RBC-GEM	metabolite	name
16993	M_FAcoa_hs_17_2E_c	(2E)-heptadecenoyl-CoA (CoA 17:1(2E);O))	RBC-GEM	metabolite	name
16994	M_FAcoa_hs_17_3OH__R_c	(3R)-hydroxyheptadecanoyl-CoA (CoA 17:0;O))	RBC-GEM	metabolite	name
16995	M_FAcoa_hs_17_3O_c	3-oxoheptadecanoyl-CoA (CoA 17:1;O))	RBC-GEM	metabolite	name
16996	M_FAcoa_hs_17_9Z_c	(9Z)-heptadecenoyl-CoA (CoA 17:1(9Z))	RBC-GEM	metabolite	name
16997	M_FAcoa_hs_18_0_c	Octadecanoyl-CoA (CoA 18:0)	RBC-GEM	metabolite	name
16998	M_FAcoa_hs_18_11Z_c	(11Z)-octadecenoyl-CoA (CoA 18:1(11Z))	RBC-GEM	metabolite	name
16999	M_FAcoa_hs_18_13Z_c	(13Z)-octadecenoyl-CoA (CoA 18:1(13Z))	RBC-GEM	metabolite	name
17000	M_FAcoa_hs_18_2E_c	(2E)-octadecenoyl-CoA (CoA 18:1(2E))	RBC-GEM	metabolite	name
17001	M_FAcoa_hs_18_3OH__R_c	(3R)-hydroxyoctadecanoyl-CoA (CoA 18:0:O)	RBC-GEM	metabolite	name
17002	M_FAcoa_hs_18_3OH__S_c	(3S)-hydroxy-octadecanoyl-CoA (CoA 18:0;O)	RBC-GEM	metabolite	name
17003	M_FAcoa_hs_18_3O_c	3-oxooctadecanoyl-CoA (CoA 18:1:O)	RBC-GEM	metabolite	name
17004	M_FAcoa_hs_18_6Z9Z12Z15Z_c	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA (CoA 18:4(6Z,9Z,12Z,15Z))	RBC-GEM	metabolite	name
17005	M_FAcoa_hs_18_6Z9Z12Z_c	(6Z,9Z,12Z)-octadecatrienoyl-CoA CoA(18:3(6Z,9Z,12Z))	RBC-GEM	metabolite	name
17006	M_FAcoa_hs_18_6Z9Z_c	(6Z,9Z)-octadecadienoyl-CoA (CoA 18:2(6Z,9Z))	RBC-GEM	metabolite	name
17007	M_FAcoa_hs_18_7Z_c	(7Z)-octadecenoyl-CoA (CoA 18:1(7Z))	RBC-GEM	metabolite	name
17008	M_FAcoa_hs_18_9E_c	(9E)-octadecenoyl-CoA (CoA 18:1(9E))	RBC-GEM	metabolite	name
