Entry	Entry Name	Protein	Protein Names	Gene Names (Primary)	Length	Mass
P62877	RBX1_HUMAN	RBX1	"E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (Protein ZYP) (RING finger protein 75) (RING-box protein 1) (Rbx1) (Regulator of cullins 1) (ROC1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed (E3 ubiquitin-protein transferase RBX1, N-terminally processed)]"	RBX1	108	12274
P62899	RL31_HUMAN	RL31	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	RPL31	125	14463
P62913	RL11_HUMAN	RL11	Large ribosomal subunit protein uL5 (60S ribosomal protein L11) (CLL-associated antigen KW-12)	RPL11	178	20252
P62917	RL8_HUMAN	RL8	Large ribosomal subunit protein uL2 (60S ribosomal protein L8)	RPL8	257	28025
P62937	PPIA_HUMAN	PPIA	"Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]"	PPIA	165	18012
P62942	FKB1A_HUMAN	FKB1A	Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (Calstabin-1) (FK506-binding protein 1A) (FKBP-1A) (Immunophilin FKBP12) (Rotamase)	FKBP1A	108	11951
P62993	GRB2_HUMAN	GRB2	Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)	GRB2	217	25206
P63000	RAC1_HUMAN	RAC1	Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)	RAC1	192	21450
P63010	AP2B1_HUMAN	AP2B1	AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit)	AP2B1	937	104553
P63092	GNAS2_HUMAN	GNAS2	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short (EC 3.6.5.-) (Adenylate cyclase-stimulating G alpha protein)	GNAS	394	45665
P63104	1433Z_HUMAN	1433Z	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)	YWHAZ	245	27745
P63146	UBE2B_HUMAN	UBE2B	Ubiquitin-conjugating enzyme E2 B (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme B) (RAD6 homolog B) (HR6B) (hHR6B) (Ubiquitin carrier protein B) (Ubiquitin-conjugating enzyme E2-17 kDa) (Ubiquitin-protein ligase B)	UBE2B	152	17312
P63151	2ABA_HUMAN	2ABA	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (B55) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)	PPP2R2A	447	51692
P63165	SUMO1_HUMAN	SUMO1	Small ubiquitin-related modifier 1 (SUMO-1) (GAP-modifying protein 1) (GMP1) (SMT3 homolog 3) (Sentrin) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C) (Ubiquitin-like protein UBL1)	SUMO1	101	11557
P63173	RL38_HUMAN	RL38	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	RPL38	70	8218
P63208	SKP1_HUMAN	SKP1	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)	SKP1	163	18658
P63220	RS21_HUMAN	RS21	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)	RPS21	83	9111
P63241	IF5A1_HUMAN	IF5A1	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (Rev-binding factor) (eIF-4D)	EIF5A	154	16832
P63261	ACTG_HUMAN	ACTG	"Actin, cytoplasmic 2 (EC 3.6.4.-) (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]"	ACTG1	375	41793
P63279	UBC9_HUMAN	UBC9	SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I) (p18)	UBE2I	158	18007
P67775	PP2AA_HUMAN	PP2AA	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C)	PPP2CA	309	35594
P67809	YBOX1_HUMAN	YBOX1	Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor)	YBX1	324	35924
P67936	TPM4_HUMAN	TPM4	Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4)	TPM4	248	28522
P68032	ACTC_HUMAN	ACTC	"Actin, alpha cardiac muscle 1 (EC 3.6.4.-) (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]"	ACTC1	377	42019
P68036	UB2L3_HUMAN	UB2L3	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3)	UBE2L3	154	17862
P68104	EF1A1_HUMAN	EF1A1	Elongation factor 1-alpha 1 (EF-1-alpha-1) (EC 3.6.5.-) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7)	EEF1A1	462	50141
P68363	TBA1B_HUMAN	TBA1B	Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]	TUBA1B	451	50152
P68371	TBB4B_HUMAN	TBB4B	Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain)	TUBB4B	445	49831
P68400	CSK21_HUMAN	CSK21	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	CSNK2A1	391	45144
P68402	PA1B2_HUMAN	PA1B2	Platelet-activating factor acetylhydrolase IB subunit alpha2 (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta)	PAFAH1B2	229	25569
P68431	H31_HUMAN	H31	Histone H3.1 (Histone H3/a) (Histone H3/b) (Histone H3/c) (Histone H3/d) (Histone H3/f) (Histone H3/h) (Histone H3/i) (Histone H3/j) (Histone H3/k) (Histone H3/l)	H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12	136	15404
P68871	HBB_HUMAN	HBB	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin]	HBB	147	15998
P69891	HBG1_HUMAN	HBG1	Hemoglobin subunit gamma-1 (Gamma-1-globin) (Hb F Agamma) (Hemoglobin gamma-1 chain) (Hemoglobin gamma-A chain)	HBG1	147	16128
P69892	HBG2_HUMAN	HBG2	Hemoglobin subunit gamma-2 (Gamma-2-globin) (Hb F Ggamma) (Hemoglobin gamma-2 chain) (Hemoglobin gamma-G chain)	HBG2	147	16126
P69905	HBA_HUMAN	HBA	Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain) [Cleaved into: Hemopressin]	HBA1; HBA2	142	15258
P78318	IGBP1_HUMAN	IGBP1	Immunoglobulin-binding protein 1 (B-cell signal transduction molecule alpha 4) (Protein alpha-4) (CD79a-binding protein 1) (Protein phosphatase 2/4/6 regulatory subunit) (Renal carcinoma antigen NY-REN-16)	IGBP1	339	39222
P78330	SERB_HUMAN	SERB	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (L-3-phosphoserine phosphatase) (O-phosphoserine phosphohydrolase)	PSPH	225	25008
P78356	PI42B_HUMAN	PI42B	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-beta) (Diphosphoinositide kinase 2-beta) (Phosphatidylinositol 5-phosphate 4-kinase type II beta) (PI(5)P 4-kinase type II beta) (PIP4KII-beta) (PtdIns(5)P-4-kinase isoform 2-beta)	PIP4K2B	416	47378
P78371	TCPB_HUMAN	TCPB	T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta) (Chaperonin containing T-complex polypeptide 1 subunit 2)	CCT2	535	57488
P78417	GSTO1_HUMAN	GSTO1	Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R)	GSTO1	241	27566
P78560	CRADD_HUMAN	CRADD	Death domain-containing protein CRADD (Caspase and RIP adapter with death domain) (RIP-associated protein with a death domain)	CRADD	199	22745
P80108	PHLD_HUMAN	PHLD	Phosphatidylinositol-glycan-specific phospholipase D (PI-G PLD) (EC 3.1.4.50) (Glycoprotein phospholipase D) (Glycosyl-phosphatidylinositol-specific phospholipase D) (GPI-PLD) (GPI-specific phospholipase D)	GPLD1	840	92336
P80217	IN35_HUMAN	IN35	Interferon-induced 35 kDa protein (IFP 35) (Ifi-35)	IFI35	286	31546
P80303	NUCB2_HUMAN	NUCB2	Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1]	NUCB2	420	50223
P80748	LV321_HUMAN	LV321	Immunoglobulin lambda variable 3-21 (Ig lambda chain V-III region LOI) (Ig lambda chain V-V region DEL) (Ig lambda chain V-VII region MOT)	IGLV3-21	117	12446
P81605	DCD_HUMAN	DCD	Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1]	DCD	110	11284
P84077	ARF1_HUMAN	ARF1	ADP-ribosylation factor 1 (EC 3.6.5.2)	ARF1	181	20697
P84085	ARF5_HUMAN	ARF5	ADP-ribosylation factor 5	ARF5	180	20530
P84095	RHOG_HUMAN	RHOG	Rho-related GTP-binding protein RhoG	RHOG	191	21309
P98179	RBM3_HUMAN	RBM3	RNA-binding protein 3 (RNA-binding motif protein 3) (RNPL)	RBM3	157	17170
P99999	CYC_HUMAN	CYC	Cytochrome c	CYCS	105	11749
Q00013	EM55_HUMAN	EM55	"55 kDa erythrocyte membrane protein (p55) (Membrane protein, palmitoylated 1)"	MPP1	466	52296
Q00169	PIPNA_HUMAN	PIPNA	Phosphatidylinositol transfer protein alpha isoform (PI-TP-alpha) (PtdIns transfer protein alpha) (PtdInsTP alpha)	PITPNA	270	31806
Q00325	S25A3_HUMAN	S25A3	"Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)"	SLC25A3	362	40095
Q00534	CDK6_HUMAN	CDK6	Cyclin-dependent kinase 6 (EC 2.7.11.22) (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE)	CDK6	326	36938
Q00577	PURA_HUMAN	PURA	Transcriptional activator protein Pur-alpha (Purine-rich single-stranded DNA-binding protein alpha)	PURA	322	34911
Q00610	CLH1_HUMAN	CLH1	Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)	CLTC	1675	191615
Q00688	FKBP3_HUMAN	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3 (PPIase FKBP3) (EC 5.2.1.8) (25 kDa FK506-binding protein) (25 kDa FKBP) (FKBP-25) (FK506-binding protein 3) (FKBP-3) (Immunophilin FKBP25) (Rapamycin-selective 25 kDa immunophilin) (Rotamase)	FKBP3	224	25177
Q00796	DHSO_HUMAN	DHSO	"Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) ((R,R)-butanediol dehydrogenase) (EC 1.1.1.4) (L-iditol 2-dehydrogenase) (EC 1.1.1.14) (Polyol dehydrogenase) (Ribitol dehydrogenase) (RDH) (EC 1.1.1.56) (Xylitol dehydrogenase) (XDH) (EC 1.1.1.9)"	SORD	357	38325
Q01415	GALK2_HUMAN	GALK2	N-acetylgalactosamine kinase (EC 2.7.1.157) (GalNAc kinase) (Galactokinase 2)	GALK2	458	50378
Q01432	AMPD3_HUMAN	AMPD3	AMP deaminase 3 (EC 3.5.4.6) (AMP deaminase isoform E) (Erythrocyte AMP deaminase)	AMPD3	767	88812
Q01433	AMPD2_HUMAN	AMPD2	AMP deaminase 2 (EC 3.5.4.6) (AMP deaminase isoform L)	AMPD2	825	94890
Q01469	FABP5_HUMAN	FABP5	"Fatty acid-binding protein 5 (Epidermal-type fatty acid-binding protein) (E-FABP) (Fatty acid-binding protein, epidermal) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP)"	FABP5	135	15164
Q01518	CAP1_HUMAN	CAP1	Adenylyl cyclase-associated protein 1 (CAP 1)	CAP1	475	51901
Q01813	PFKAP_HUMAN	PFKAP	"ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)"	PFKP	784	85596
Q02094	RHAG_HUMAN	RHAG	Ammonium transporter Rh type A (Erythrocyte membrane glycoprotein Rh50) (Erythrocyte plasma membrane 50 kDa glycoprotein) (Rh50A) (Rhesus blood group family type A glycoprotein) (Rh family type A glycoprotein) (Rh type A glycoprotein) (Rhesus blood group-associated ammonia channel) (Rhesus blood group-associated glycoprotein) (CD antigen CD241)	RHAG	409	44198
Q02413	DSG1_HUMAN	DSG1	Desmoglein-1 (Cadherin family member 4) (Desmosomal glycoprotein 1) (DG1) (DGI) (Pemphigus foliaceus antigen)	DSG1	1049	113748
Q02750	MP2K1_HUMAN	MP2K1	Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)	MAP2K1	393	43439
Q02790	FKBP4_HUMAN	FKBP4	"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (51 kDa FK506-binding protein) (FKBP51) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]"	FKBP4	459	51805
Q02978	M2OM_HUMAN	M2OM	Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11)	SLC25A11	314	34062
Q04323	UBXN1_HUMAN	UBXN1	UBX domain-containing protein 1 (SAPK substrate protein 1) (UBA/UBX 33.3 kDa protein)	UBXN1	297	33325
Q04446	GLGB_HUMAN	GLGB	"1,4-alpha-glucan-branching enzyme (EC 2.4.1.18) (Brancher enzyme) (Glycogen-branching enzyme)"	GBE1	702	80474
Q04637	IF4G1_HUMAN	IF4G1	Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1) (p220)	EIF4G1	1599	175491
Q04656	ATP7A_HUMAN	ATP7A	Copper-transporting ATPase 1 (EC 7.2.2.8) (Copper pump 1) (Menkes disease-associated protein)	ATP7A	1500	163373
Q04695	K1C17_HUMAN	K1C17	"Keratin, type I cytoskeletal 17 (39.1) (Cytokeratin-17) (CK-17) (Keratin-17) (K17)"	KRT17	432	48106
Q04756	HGFA_HUMAN	HGFA	Hepatocyte growth factor activator (HGF activator) (HGFA) (EC 3.4.21.-) [Cleaved into: Hepatocyte growth factor activator short chain; Hepatocyte growth factor activator long chain]	HGFAC	655	70682
Q04760	LGUL_HUMAN	LGUL	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	GLO1	184	20778
Q04917	1433F_HUMAN	1433F	14-3-3 protein eta (Protein AS1)	YWHAH	246	28219
Q04941	PLP2_HUMAN	PLP2	Proteolipid protein 2 (Differentiation-dependent protein A4) (Intestinal membrane A4 protein)	PLP2	152	16691
Q05639	EF1A2_HUMAN	EF1A2	Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1)	EEF1A2	463	50470
Q06033	ITIH3_HUMAN	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP)	ITIH3	890	99849
Q06124	PTN11_HUMAN	PTN11	Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3)	PTPN11	593	68011
Q06323	PSME1_HUMAN	PSME1	Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha)	PSME1	249	28723
Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1 (EC 1.11.1.24) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1)	PRDX1	199	22110
Q07020	RL18_HUMAN	RL18	Large ribosomal subunit protein eL18 (60S ribosomal protein L18)	RPL18	188	21634
Q07812	BAX_HUMAN	BAX	Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4)	BAX	192	21184
Q07817	B2CL1_HUMAN	B2CL1	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)	BCL2L1	233	26049
Q07960	RHG01_HUMAN	RHG01	Rho GTPase-activating protein 1 (CDC42 GTPase-activating protein) (GTPase-activating protein rhoGAP) (Rho-related small GTPase protein activator) (Rho-type GTPase-activating protein 1) (p50-RhoGAP)	ARHGAP1	439	50436
Q08188	TGM3_HUMAN	TGM3	Protein-glutamine gamma-glutamyltransferase E (EC 2.3.2.13) (Transglutaminase E) (TG(E)) (TGE) (TGase E) (Transglutaminase-3) (TGase-3) [Cleaved into: Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain]	TGM3	693	76632
Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II) (RNA helicase A)	DHX9	1270	140958
Q08257	QOR_HUMAN	QOR	Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta-crystallin)	CRYZ	329	35207
Q08379	GOGA2_HUMAN	GOGA2	Golgin subfamily A member 2 (130 kDa cis-Golgi matrix protein) (GM130) (GM130 autoantigen) (Golgin-95)	GOLGA2	1002	113086
Q08380	LG3BP_HUMAN	LG3BP	Galectin-3-binding protein (Basement membrane autoantigen p105) (Lectin galactoside-binding soluble 3-binding protein) (Mac-2-binding protein) (MAC2BP) (Mac-2 BP) (Tumor-associated antigen 90K)	LGALS3BP	585	65331
Q08495	DEMA_HUMAN	DEMA	Dematin (Dematin actin-binding protein) (Erythrocyte membrane protein band 4.9)	DMTN	405	45514
Q08554	DSC1_HUMAN	DSC1	Desmocollin-1 (Cadherin family member 1) (Desmosomal glycoprotein 2/3) (DG2/DG3)	DSC1	894	99987
Q08623	HDHD1_HUMAN	HDHD1	Pseudouridine-5'-phosphatase (EC 3.1.3.96) (Haloacid dehalogenase-like hydrolase domain-containing protein 1) (Haloacid dehalogenase-like hydrolase domain-containing protein 1A) (Protein GS1) (Pseudouridine-5'-monophosphatase) (5'-PsiMPase)	PUDP	228	25249
Q08722	CD47_HUMAN	CD47	Leukocyte surface antigen CD47 (Antigenic surface determinant protein OA3) (Integrin-associated protein) (IAP) (Protein MER6) (CD antigen CD47)	CD47	323	35214
Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog (Tax1-binding protein 2)	VAC14	782	87973
Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	NCBP1	790	91839
Q0JRZ9	FCHO2_HUMAN	FCHO2	F-BAR domain only protein 2	FCHO2	810	88924
Q0VDF9	HSP7E_HUMAN	HSP7E	Heat shock 70 kDa protein 14 (HSP70-like protein 1) (Heat shock protein HSP60) (Heat shock protein family A member 14)	HSPA14	509	54794
Q0VDG4	SCRN3_HUMAN	SCRN3	Secernin-3	SCRN3	424	48544
Q10567	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit)	AP1B1	949	104607
Q12756	KIF1A_HUMAN	KIF1A	Kinesin-like protein KIF1A (Axonal transporter of synaptic vesicles) (Microtubule-based motor KIF1A) (Unc-104- and KIF1A-related protein) (hUnc-104)	KIF1A	1690	191064
Q12765	SCRN1_HUMAN	SCRN1	Secernin-1	SCRN1	414	46382
Q12846	STX4_HUMAN	STX4	Syntaxin-4 (Renal carcinoma antigen NY-REN-31)	STX4	297	34180
Q12857	NFIA_HUMAN	NFIA	Nuclear factor 1 A-type (NF1-A) (Nuclear factor 1/A) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/A) (NF-I/A) (NFI-A) (TGGCA-binding protein)	NFIA	509	55944
Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)] (DHPDHase) (DPD) (EC 1.3.1.2) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	DPYD	1025	111401
Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2 (Nuclear factor of activated T-cells 45 kDa)	ILF2	390	43062
Q12906	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (DRBP76) (M-phase phosphoprotein 4) (MPP4) (Nuclear factor associated with dsRNA) (NFAR) (Nuclear factor of activated T-cells 90 kDa) (NF-AT-90) (Translational control protein 80) (TCP80)	ILF3	894	95338
Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36 (Glycoprotein GP36b) (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36)	LMAN2	356	40229
Q12933	TRAF2_HUMAN	TRAF2	TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3)	TRAF2	501	55859
Q12955	ANK3_HUMAN	ANK3	Ankyrin-3 (ANK-3) (Ankyrin-G)	ANK3	4377	480410
Q12981	SEC20_HUMAN	SEC20	Vesicle transport protein SEC20 (BCL2/adenovirus E1B 19 kDa protein-interacting protein 1) (Transformation-related gene 8 protein) (TRG-8)	BNIP1	228	26132
Q13057	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]	COASY	564	62329
Q13098	CSN1_HUMAN	CSN1	COP9 signalosome complex subunit 1 (SGN1) (Signalosome subunit 1) (G protein pathway suppressor 1) (GPS-1) (JAB1-containing signalosome subunit 1) (Protein MFH)	GPS1	491	55537
Q13107	UBP4_HUMAN	UBP4	Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Ubiquitous nuclear protein homolog)	USP4	963	108565
Q13126	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	MTAP	283	31236
Q13131	AAPK1_HUMAN	AAPK1	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	PRKAA1	559	64009
Q13144	EI2BE_HUMAN	EI2BE	Translation initiation factor eIF2B subunit epsilon (eIF2B GDP-GTP exchange factor subunit epsilon)	EIF2B5	721	80380
Q13148	TADBP_HUMAN	TADBP	TAR DNA-binding protein 43 (TDP-43)	TARDBP	414	44740
Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein (FAS-associating death domain-containing protein) (Growth-inhibiting gene 3 protein) (Mediator of receptor induced toxicity)	FADD	208	23279
Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)	PRDX4	271	30540
